token,centrality,length,label
STR AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR DSCMT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,167,threat
STR AND INT EQ SELECT STR STAR FROM STR DOT STR AS STR CMMA STR DOT STR AS STR CMMA STR DOT STR AS STR HASH STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,168,threat
STR SQUT AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT DSCMT STR,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,122,threat
STR SQUT RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN SQUT STR SQUT EQ SQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,148,threat
STR SQUT RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,154,threat
STR SQUT AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND SQUT STR SQUT EQ SQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,142,threat
STR SQUT RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,155,threat
STR SQUT RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,161,threat
STR DQUT RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,148,threat
STR DQUT RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,154,threat
STR DQUT AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND DQUT STR DQUT EQ DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,142,threat
STR DQUT AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND DQUT STR DQUT LIKE DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,149,threat
STR PRCNT SQUT RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,146,threat
STR PRCNT SQUT RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,152,threat
STR PRCNT DQUT AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND DQUT PRCNT DQUT EQ DQUT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,140,threat
STR RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN INT EQ INT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,136,threat
STR RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN INT EQ INT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,142,threat
STR RPRN RPRN RPRN AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT AND LPRN LPRN LPRN INT EQ INT,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,148,threat
STR AND INT EQ LIKE SQUT STR SQUT CMMA STR HEX STR INT SLSH INT DSCMT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,119,threat
STR SQUT AND INT EQ SELECT STR STAR FROM STR CLN STR DSCMT STR,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,107,threat
STR SQUT RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN SQUT STR SQUT EQ SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,133,threat
STR SQUT AND INT EQ SELECT STR STAR FROM STR CLN STR AND SQUT STR SQUT EQ SQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,127,threat
STR SQUT RPRN RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,146,threat
STR DQUT RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN DQUT STR DQUT EQ DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,133,threat
STR DQUT RPRN RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,139,threat
STR DQUT AND INT EQ SELECT STR STAR FROM STR CLN STR AND DQUT STR DQUT EQ DQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,127,threat
STR DQUT RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN DQUT STR DQUT LIKE DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,140,threat
STR PRCNT SQUT RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,131,threat
STR PRCNT SQUT RPRN RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,137,threat
STR PRCNT DQUT AND INT EQ SELECT STR STAR FROM STR CLN STR AND DQUT PRCNT DQUT EQ DQUT,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,125,threat
STR RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN INT EQ INT,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,121,threat
STR RPRN RPRN RPRN AND INT EQ SELECT STR STAR FROM STR CLN STR AND LPRN LPRN LPRN INT EQ INT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,133,threat
STR AND INT EQ SELECT STR STAR FROM STR CLN STR,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,95,threat
STR AND INT EQ SELECT STR STAR FROM STR CLN STR HASH STR,0.3333333333333333 0.41666666666666663 0.5 0.5833333333333333 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.6666666666666666 0.5833333333333333 0.5 0.41666666666666663 0.3333333333333333,105,threat
STR SQUT RPRN PROCEDURE ANALYSE STR INT CMMA CONCAT HEX CMMA STR INT CMMA MD5 HEX CMMA INT AND LPRN SQUT STR SQUT EQ SQUT STR,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,183,threat
STR SQUT RPRN RPRN PROCEDURE ANALYSE STR INT CMMA CONCAT HEX CMMA STR INT CMMA MD5 HEX CMMA INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.14814814814814814 0.18518518518518517 0.2222222222222222 0.25925925925925924 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.2962962962962963 0.25925925925925924 0.2222222222222222 0.18518518518518517 0.14814814814814814,189,threat
STR SQUT RPRN RPRN RPRN PROCEDURE ANALYSE STR INT CMMA CONCAT HEX CMMA STR INT CMMA MD5 HEX CMMA INT AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.13793103448275862 0.1724137931034483 0.20689655172413793 0.24137931034482757 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.27586206896551724 0.24137931034482757 0.20689655172413793 0.1724137931034483 0.13793103448275862,195,threat
STR SQUT PROCEDURE ANALYSE STR INT CMMA CONCAT HEX CMMA STR INT CMMA MD5 HEX CMMA INT AND SQUT STR SQUT EQ SQUT STR,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,177,threat
